,POS,Sentiment
316,"[(u'back', 'RB'), (u'good', 'JJ'), (u'bbq', 'NN'), (u'lighter', 'NN'), (u'fare', 'NN'), (u'reason', 'NN'), (u'price', 'NN'), (u'tell', 'NN'), (u'public', 'JJ'), (u'back', 'RB'), (u'old', 'JJ'), (u'way', 'NN')]",1
317,"[(u'and', 'CC'), (u'consid', 'VB'), (u'two', 'CD'), (u'us', 'PRP'), (u'left', 'VBD'), (u'full', 'JJ'), (u'happi', 'NN'), (u'20', 'CD'), (u'go', 'NN'), (u'wrong', 'JJ')]",1
318,"[(u'all', 'DT'), (u'bread', 'NN'), (u'made', 'VBD'), (u'hous', 'JJ')]",1
319,"[(u'the', 'DT'), (u'downsid', 'NN'), (u'servic', 'NN')]",0
320,"[(u'also', 'RB'), (u'fri', 'NN'), (u'without', 'IN'), (u'doubt', 'NN'), (u'worst', 'IN'), (u'fri', 'NN'), (u'I', 'PRP'), (u'ever', 'RB')]",0
321,"[(u'servic', 'NN'), (u'except', 'IN'), (u'food', 'NN'), (u'good', 'JJ'), (u'review', 'NN')]",1
322,"[(u'A', 'DT'), (u'coupl', 'JJ'), (u'month', 'NN'), (u'later', 'RB'), (u'I', 'PRP'), (u'return', 'VBP'), (u'amaz', 'JJ'), (u'meal', 'NN')]",1
323,"[(u'favorit', 'JJ'), (u'place', 'NN'), (u'town', 'NN'), (u'shawarrrrrrma', 'NN')]",1
324,"[(u'the', 'DT'), (u'black', 'JJ'), (u'eye', 'NN'), (u'pea', 'NN'), (u'sweet', 'JJ'), (u'potato', 'NN'), (u'unreal', 'NN')]",1
325,"[(u'you', 'PRP'), (u'disappoint', 'VBP')]",1
326,"[(u'they', 'PRP'), (u'could', 'MD'), (u'serv', 'VB'), (u'vinaigrett', 'NN'), (u'may', 'MD'), (u'make', 'VB'), (u'better', 'JJR'), (u'overal', 'JJ'), (u'dish', 'NN'), (u'still', 'RB'), (u'good', 'JJ')]",1
327,"[(u'I', 'PRP'), (u'go', 'VBP'), (u'far', 'RB'), (u'mani', 'JJ'), (u'place', 'NN'), (u'I', 'PRP'), (u'never', 'RB'), (u'seen', 'VBN'), (u'restaur', 'NN'), (u'serv', 'NN'), (u'1', 'CD'), (u'egg', 'NN'), (u'breakfast', 'NN'), (u'especi', 'VBD'), (u'4', 'CD'), (u'00', 'CD')]",0
328,"[(u'when', 'WRB'), (u'mom', 'NN'), (u'I', 'PRP'), (u'got', 'VBD'), (u'home', 'RB'), (u'immedi', 'JJ'), (u'got', 'VBD'), (u'sick', 'JJ'), (u'bite', 'NN'), (u'salad', 'NN')]",0
329,"[(u'the', 'DT'), (u'server', 'NN'), (u'pleasant', 'JJ'), (u'deal', 'NN'), (u'alway', 'RB'), (u'honor', 'JJ'), (u'pizza', 'NN'), (u'hut', 'NN'), (u'coupon', 'NN')]",0
330,"[(u'both', 'DT'), (u'truli', 'JJ'), (u'unbeliev', 'NN'), (u'good', 'JJ'), (u'I', 'PRP'), (u'glad', 'VBP'), (u'went', 'VBD'), (u'back', 'RB')]",1
331,"[(u'We', 'PRP'), (u'fantast', 'VBP'), (u'servic', 'JJ'), (u'pleas', 'NNS'), (u'atmospher', 'RB')]",1
332,"[(u'everyth', 'NN'), (u'gross', 'JJ')]",0
333,"[(u'I', 'PRP'), (u'love', 'VBP'), (u'place', 'NN')]",1
334,"[(u'great', 'JJ'), (u'servic', 'JJ'), (u'food', 'NN')]",1
335,"[(u'first', 'RB'), (u'bathroom', 'NN'), (u'locat', 'NN'), (u'dirti', 'JJ'), (u'seat', 'NN'), (u'cover', 'NN'), (u'replenish', 'NN'), (u'plain', 'VBP'), (u'yucki', 'NN')]",0
336,"[(u'the', 'DT'), (u'burger', 'NN'), (u'I', 'PRP'), (u'got', 'VBD'), (u'gold', 'JJ'), (u'standard', 'NN'), (u'17', 'CD'), (u'burger', 'NN'), (u'kind', 'NN'), (u'disappoint', 'NN')]",0
337,"[(u'omg', 'RB'), (u'food', 'NN'), (u'delicioso', 'NN')]",1
338,"[(u'there', 'EX'), (u'noth', 'DT'), (u'authent', 'JJ'), (u'place', 'NN')]",0
339,"[(u'spaghetti', 'NNS'), (u'noth', 'DT'), (u'special', 'JJ'), (u'whatsoev', 'NN')]",0
340,"[(u'Of', 'IN'), (u'dish', 'JJ'), (u'salmon', 'NN'), (u'best', 'JJS'), (u'great', 'JJ')]",1
341,"[(u'the', 'DT'), (u'veget', 'NN'), (u'fresh', 'JJ'), (u'sauc', 'NN'), (u'feel', 'NN'), (u'like', 'IN'), (u'authent', 'NN'), (u'thai', 'NN')]",1
342,"[(u'It', 'PRP'), (u'worth', 'JJ'), (u'drive', 'NN'), (u'tucson', 'NN')]",1
343,"[(u'the', 'DT'), (u'select', 'JJ'), (u'probabl', 'NN'), (u'worst', 'JJS'), (u'I', 'PRP'), (u'seen', 'VBN'), (u'vega', 'IN'), (u'none', 'NN')]",0
344,"[(u'pretti', 'RB'), (u'good', 'JJ'), (u'beer', 'NN'), (u'select', 'NN')]",1
345,"[(u'thi', 'JJ'), (u'place', 'NN'), (u'like', 'IN'), (u'chipotl', 'NN'), (u'better', 'RBR')]",1
346,"[(u'classi', 'NN'), (u'warm', 'NN'), (u'atmospher', 'NN'), (u'fun', 'NN'), (u'fresh', 'JJ'), (u'appet', 'NN'), (u'succul', 'NN'), (u'steak', 'NN'), (u'basebal', 'NN'), (u'steak', 'NN')]",1
347,"[(u'5', 'CD'), (u'star', 'NN'), (u'brick', 'NN'), (u'oven', 'VBN'), (u'bread', 'JJ'), (u'app', 'NN')]",1
348,"[(u'I', 'PRP'), (u'eaten', 'VBP'), (u'multipl', 'JJ'), (u'time', 'NN'), (u'time', 'NN'), (u'food', 'NN'), (u'delici', 'NN')]",1
349,"[(u'We', 'PRP'), (u'sat', 'VBD'), (u'anoth', 'DT'), (u'ten', 'JJ'), (u'minut', 'JJ'), (u'final', 'JJ'), (u'gave', 'VBD'), (u'left', 'VBN')]",0
350,"[(u'He', 'PRP'), (u'terribl', 'VBD')]",0
351,"[(u'everyon', 'JJ'), (u'treat', 'NN'), (u'equal', 'JJ'), (u'special', 'JJ')]",1
352,"[(u'It', 'PRP'), (u'take', 'VB'), (u'30', 'CD'), (u'min', 'NNS'), (u'pancak', 'JJ'), (u'egg', 'NN')]",0
353,"[(u'It', 'PRP'), (u'delici', 'VBD')]",1
354,"[(u'On', 'IN'), (u'good', 'JJ'), (u'side', 'NN'), (u'staff', 'NN'), (u'genuin', 'NN'), (u'pleasant', 'NN'), (u'enthusiast', 'NN'), (u'real', 'JJ'), (u'treat', 'NN')]",1
355,"[(u'sadli', 'JJ'), (u'gordon', 'NN'), (u'ramsey', 'NN'), (u'steak', 'JJ'), (u'place', 'NN'), (u'shall', 'MD'), (u'sharpli', 'VB'), (u'avoid', 'JJ'), (u'next', 'JJ'), (u'trip', 'NN'), (u'vega', 'NN')]",0
356,"[(u'As', 'IN'), (u'alway', 'RB'), (u'even', 'RB'), (u'wonder', 'VB'), (u'food', 'NN'), (u'delici', 'NN')]",1
357,"[(u'best', 'JJS'), (u'fish', 'NN'), (u'I', 'PRP'), (u'ever', 'RB'), (u'life', 'NN')]",1
358,"[(u'the', 'DT'), (u'bathroom', 'NN'), (u'next', 'JJ'), (u'door', 'NN'), (u'nice', 'NN')]",1
359,"[(u'the', 'DT'), (u'buffet', 'NN'), (u'small', 'JJ'), (u'food', 'NN'), (u'offer', 'NN'), (u'bland', 'NN')]",0
360,"[(u'thi', 'NN'), (u'outstand', 'NN'), (u'littl', 'NN'), (u'restaur', 'NN'), (u'best', 'JJS'), (u'food', 'NN'), (u'I', 'PRP'), (u'ever', 'RB'), (u'tast', 'VBD')]",1
361,"[(u'pretti', 'JJ'), (u'cool', 'NN'), (u'I', 'PRP'), (u'would', 'MD'), (u'say', 'VB')]",1
362,"[(u'definit', 'NN'), (u'turn', 'VBP'), (u'doubt', 'NN'), (u'I', 'PRP'), (u'back', 'RB'), (u'unless', 'IN'), (u'someon', 'NN'), (u'els', 'NNS'), (u'buy', 'VBP')]",0
363,"[(u'server', 'RB'), (u'great', 'JJ'), (u'job', 'NN'), (u'handl', 'NN'), (u'larg', 'NN'), (u'rowdi', 'NN'), (u'tabl', 'NN')]",1
364,"[(u'I', 'PRP'), (u'find', 'VBP'), (u'wast', 'JJ'), (u'food', 'NN'), (u'despic', 'NN'), (u'food', 'NN')]",0
365,"[(u'My', 'PRP$'), (u'wife', 'NN'), (u'lobster', 'NN'), (u'bisqu', 'NN'), (u'soup', 'NN'), (u'lukewarm', 'NN')]",0
366,"[(u'would', 'MD'), (u'come', 'VB'), (u'back', 'RB'), (u'I', 'PRP'), (u'sushi', 'VBP'), (u'crave', 'VBP'), (u'vega', 'NNS')]",1
367,"[(u'the', 'DT'), (u'staff', 'NN'), (u'great', 'JJ'), (u'ambianc', 'NN'), (u'great', 'JJ')]",1
368,"[(u'He', 'PRP'), (u'deserv', 'VBZ'), (u'5', 'CD'), (u'star', 'NN')]",1
369,"[(u'I', 'PRP'), (u'left', 'VBD'), (u'stomach', 'NN'), (u'ach', 'NN'), (u'felt', 'VBD'), (u'sick', 'JJ'), (u'rest', 'NN'), (u'day', 'NN')]",0
370,"[(u'they', 'PRP'), (u'drop', 'VBP'), (u'ball', 'NN')]",0
371,"[(u'the', 'DT'), (u'dine', 'JJ'), (u'space', 'NN'), (u'tini', 'NN'), (u'elegantli', 'NN'), (u'decor', 'NN'), (u'comfort', 'NN')]",1
372,"[(u'they', 'PRP'), (u'custom', 'VBP'), (u'order', 'NN'), (u'way', 'NN'), (u'like', 'IN'), (u'usual', 'JJ'), (u'eggplant', 'NN'), (u'green', 'JJ'), (u'bean', 'NN'), (u'stir', 'NN'), (u'fri', 'NN'), (u'love', 'NN')]",1
373,"[(u'and', 'CC'), (u'bean', 'JJ'), (u'rice', 'NN'), (u'mediocr', 'NN'), (u'best', 'JJS')]",0
374,"[(u'best', 'JJS'), (u'taco', 'NN'), (u'town', 'NN'), (u'far', 'RB')]",1
375,"[(u'I', 'PRP'), (u'took', 'VBD'), (u'back', 'RP'), (u'money', 'NN'), (u'got', 'VBD'), (u'outta', 'RB')]",0
376,"[(u'In', 'IN'), (u'interest', 'NN'), (u'part', 'NN'), (u'town', 'NN'), (u'place', 'NN'), (u'amaz', 'NN')]",1
377,"[(u'rude', 'NN'), (u'inconsider', 'NN'), (u'manag', 'NN')]",0
378,"[(u'the', 'DT'), (u'staff', 'NN'), (u'friendli', 'VB'), (u'wait', 'NN'), (u'time', 'NN'), (u'serv', 'JJ'), (u'horribl', 'NN'), (u'one', 'CD'), (u'even', 'RB'), (u'say', 'VBP'), (u'hi', 'NNS'), (u'first', 'RB'), (u'10', 'CD'), (u'minut', 'NN')]",0
379,"[(u'I', 'PRP'), (u'back', 'VBP')]",0
380,"[(u'they', 'PRP'), (u'great', 'JJ'), (u'dinner', 'NN')]",1
381,"[(u'the', 'DT'), (u'servic', 'NN'), (u'outshin', 'IN'), (u'I', 'PRP'), (u'definit', 'VBP'), (u'recommend', 'JJ'), (u'halibut', 'NN')]",1
382,"[(u'the', 'DT'), (u'food', 'NN'), (u'terribl', 'NN')]",0
383,"[(u'will', 'MD'), (u'never', 'RB'), (u'ever', 'RB'), (u'GO', 'NNP'), (u'back', 'RB'), (u'and', 'CC'), (u'have', 'VBP'), (u'told', 'VBN'), (u'mani', 'NN'), (u'peopl', 'NN'), (u'what', 'WP'), (u'had', 'VBD'), (u'happen', 'NN')]",0
384,"[(u'I', 'PRP'), (u'recommend', 'VBP'), (u'unless', 'IN'), (u'car', 'NN'), (u'break', 'NN'), (u'front', 'NN'), (u'starv', 'NN')]",0
385,"[(u'I', 'PRP'), (u'come', 'VBP'), (u'back', 'RB'), (u'everi', 'JJ'), (u'time', 'NN'), (u'I', 'PRP'), (u'vega', 'VBP')]",1
386,"[(u'thi', 'JJ'), (u'place', 'NN'), (u'deserv', 'NN'), (u'one', 'CD'), (u'star', 'NN'), (u'90', 'CD'), (u'food', 'NN')]",0
387,"[(u'thi', 'NN'), (u'disgrac', 'NN')]",0
388,"[(u'def', 'NN'), (u'come', 'VB'), (u'back', 'RB'), (u'bowl', 'IN'), (u'next', 'JJ'), (u'time', 'NN')]",1
389,"[(u'If', 'IN'), (u'want', 'JJ'), (u'healthi', 'NN'), (u'authent', 'NN'), (u'ethic', 'JJ'), (u'food', 'NN'), (u'tri', 'NN'), (u'place', 'NN')]",1
390,"[(u'I', 'PRP'), (u'continu', 'VBP'), (u'come', 'JJ'), (u'ladi', 'NN'), (u'night', 'NN'), (u'andddd', 'NN'), (u'date', 'NN'), (u'night', 'NN'), (u'highli', 'NN'), (u'recommend', 'VBP'), (u'place', 'NN'), (u'anyon', 'JJ'), (u'area', 'NN')]",1
391,"[(u'I', 'PRP'), (u'sever', 'VBP'), (u'time', 'NN'), (u'past', 'JJ'), (u'experi', 'NN'), (u'alway', 'RB'), (u'great', 'JJ')]",1
392,"[(u'We', 'PRP'), (u'walk', 'VBP'), (u'away', 'RB'), (u'stuf', 'JJ'), (u'happi', 'NN'), (u'first', 'RB'), (u'vega', 'JJ'), (u'buffet', 'NN'), (u'experi', 'NN')]",1
393,"[(u'servic', 'JJ'), (u'excel', 'JJ'), (u'price', 'NN'), (u'pretti', 'NNS'), (u'reason', 'NN'), (u'consid', 'NN'), (u'vega', 'NN'), (u'locat', 'NN'), (u'insid', 'NN'), (u'crystal', 'NN'), (u'shop', 'NN'), (u'mall', 'NN'), (u'aria', 'NN')]",1
394,"[(u'To', 'TO'), (u'summar', 'VB'), (u'food', 'NN'), (u'incred', 'VBN'), (u'nay', 'JJ'), (u'transcend', 'NN'), (u'noth', 'DT'), (u'bring', 'VBP'), (u'joy', 'NN'), (u'quit', 'NN'), (u'like', 'IN'), (u'memori', 'FW'), (u'pneumat', 'FW'), (u'condiment', 'NN'), (u'dispens', 'NNS')]",1
395,"[(u'I', 'PRP'), (u'probabl', 'VBP'), (u'one', 'CD'), (u'peopl', 'NN'), (u'ever', 'RB'), (u'go', 'VBP'), (u'ian', 'JJ'), (u'like', 'IN')]",0
396,"[(u'kid', 'NN'), (u'pizza', 'VBZ'), (u'alway', 'RP'), (u'hit', 'JJ'), (u'lot', 'NN'), (u'great', 'JJ'), (u'side', 'NN'), (u'dish', 'NN'), (u'option', 'NN'), (u'kiddo', 'NN')]",1
397,"[(u'servic', 'JJ'), (u'perfect', 'JJ'), (u'famili', 'NN'), (u'atmospher', 'NN'), (u'nice', 'JJ'), (u'see', 'NN')]",1
398,"[(u'cook', 'NN'), (u'perfect', 'JJ'), (u'servic', 'NN'), (u'impecc', 'NN')]",1
399,"[(u'thi', 'VB'), (u'one', 'CD'), (u'simpli', 'NN'), (u'disappoint', 'NN')]",0
400,"[(u'overal', 'JJ'), (u'I', 'PRP'), (u'disappoint', 'VBP'), (u'qualiti', 'JJ'), (u'food', 'NN'), (u'bouchon', 'NN')]",0
401,"[(u'I', 'PRP'), (u'account', 'VBP'), (u'know', 'VBP'), (u'I', 'PRP'), (u'get', 'VBP'), (u'screw', 'JJ')]",0
402,"[(u'great', 'JJ'), (u'place', 'NN'), (u'eat', 'NN'), (u'remind', 'NN'), (u'littl', 'JJ'), (u'mom', 'NN'), (u'pop', 'NN'), (u'shop', 'NN'), (u'san', 'JJ'), (u'francisco', 'NN'), (u'bay', 'NN'), (u'area', 'NN')]",1
403,"[(u'today', 'NN'), (u'first', 'RB'), (u'tast', 'RB'), (u'buldogi', 'JJ'), (u'gourmet', 'NN'), (u'hot', 'JJ'), (u'dog', 'NN'), (u'I', 'PRP'), (u'tell', 'VBP'), (u'I', 'PRP'), (u'ever', 'RB'), (u'thought', 'VBD'), (u'possibl', 'NNS')]",1
404,"[(u'left', 'VBN'), (u'frustrat', 'NN')]",0
405,"[(u'I', 'PRP'), (u'definit', 'VBP'), (u'soon', 'RB')]",1
406,"[(u'food', 'NN'), (u'realli', 'NN'), (u'good', 'JJ'), (u'I', 'PRP'), (u'got', 'VBD'), (u'full', 'JJ'), (u'petti', 'NN'), (u'fast', 'NN')]",1
407,"[(u'servic', 'NN'), (u'fantast', 'NN')]",1
408,"[(u'total', 'JJ'), (u'wast', 'NN'), (u'OF', 'IN'), (u'time', 'NN')]",0
409,"[(u'I', 'PRP'), (u'know', 'VBP'), (u'kind', 'NN'), (u'best', 'JJS'), (u'ice', 'NN'), (u'tea', 'NN')]",1
410,"[(u'come', 'VB'), (u'hungri', 'NN'), (u'leav', 'NN'), (u'happi', 'NN'), (u'stuf', 'NN')]",1
411,"[(u'for', 'IN'), (u'servic', 'JJ'), (u'I', 'PRP'), (u'give', 'VBP'), (u'star', 'NN')]",0
412,"[(u'I', 'PRP'), (u'assur', 'VBP'), (u'disappoint', 'NN')]",1
413,"[(u'I', 'PRP'), (u'take', 'VBP'), (u'littl', 'JJ'), (u'bad', 'JJ'), (u'servic', 'NN'), (u'food', 'NN'), (u'suck', 'NN')]",0
414,"[(u'gave', 'VBD'), (u'tri', 'JJ'), (u'eat', 'NN'), (u'crust', 'NN'), (u'teeth', 'NNS'), (u'still', 'RB'), (u'sore', 'VBP')]",0
415,"[(u'but', 'CC'), (u'I', 'PRP'), (u'complet', 'VBP'), (u'gross', 'JJ')]",0
416,"[(u'I', 'PRP'), (u'realli', 'VBP'), (u'enjoy', 'RB'), (u'eat', 'NN')]",1
417,"[(u'first', 'JJ'), (u'time', 'NN'), (u'go', 'VB'), (u'I', 'PRP'), (u'think', 'VBP'), (u'I', 'PRP'), (u'quickli', 'VBP'), (u'becom', 'JJ'), (u'regular', 'NN')]",1
418,"[(u'our', 'PRP$'), (u'server', 'NN'), (u'nice', 'RB'), (u'even', 'RB'), (u'though', 'IN'), (u'look', 'NN'), (u'littl', 'NN'), (u'overwhelm', 'VBP'), (u'need', 'NN'), (u'stay', 'NN'), (u'profession', 'NN'), (u'friendli', 'JJ'), (u'end', 'NN')]",1
419,"[(u'from', 'IN'), (u'dinner', 'NN'), (u'companion', 'NN'), (u'told', 'VBD'), (u'everyth', 'JJ'), (u'fresh', 'JJ'), (u'nice', 'JJ'), (u'textur', 'NN'), (u'tast', 'NN')]",1
420,"[(u'On', 'IN'), (u'ground', 'NN'), (u'right', 'RB'), (u'next', 'JJ'), (u'tabl', 'NN'), (u'larg', 'NN'), (u'smear', 'JJ'), (u'step', 'NN'), (u'track', 'NN'), (u'everywher', 'RB'), (u'pile', 'JJ'), (u'green', 'JJ'), (u'bird', 'NN'), (u'poop', 'NN')]",0
421,"[(u'furthermor', 'NN'), (u'even', 'RB'), (u'find', 'VB'), (u'hour', 'NN'), (u'oper', 'IN'), (u'websit', 'NN')]",0
422,"[(u'We', 'PRP'), (u'tri', 'VBP'), (u'like', 'IN'), (u'place', 'NN'), (u'10', 'CD'), (u'time', 'NN'), (u'I', 'PRP'), (u'think', 'VBP'), (u'done', 'VBN')]",0
423,"[(u'what', 'WP'), (u'mistak', 'NN')]",0
424,"[(u'No', 'DT'), (u'complaint', 'NN')]",1
425,"[(u'thi', 'RB'), (u'serious', 'JJ'), (u'good', 'JJ'), (u'pizza', 'NN'), (u'I', 'PRP'), (u'expert', 'VBP'), (u'connisseur', 'JJ'), (u'topic', 'NN')]",1
426,"[(u'waiter', 'NN'), (u'jerk', 'NN')]",0
427,"[(u'strike', 'NN'), (u'2', 'CD'), (u'want', 'NN'), (u'rush', 'NN')]",0
428,"[(u'these', 'DT'), (u'nicest', 'JJS'), (u'restaur', 'NN'), (u'owner', 'NN'), (u'I', 'PRP'), (u'ever', 'RB'), (u'come', 'VBP'), (u'across', 'IN')]",1
429,"[(u'I', 'PRP'), (u'never', 'RB'), (u'come', 'VBP')]",0
430,"[(u'We', 'PRP'), (u'love', 'VBP'), (u'biscuit', 'NN')]",1
431,"[(u'servic', 'JJ'), (u'quick', 'NN'), (u'friendli', 'NN')]",1
432,"[(u'order', 'NN'), (u'appet', 'NN'), (u'took', 'VBD'), (u'40', 'CD'), (u'minut', 'NN'), (u'pizza', 'NN'), (u'anoth', 'DT'), (u'10', 'CD'), (u'minut', 'NN')]",0
433,"[(u'So', 'RB'), (u'absolutley', 'JJ'), (u'fantast', 'NN')]",1
434,"[(u'It', 'PRP'), (u'huge', 'JJ'), (u'awkward', 'RB'), (u'1', 'CD'), (u'5lb', 'CD'), (u'piec', 'NN'), (u'cow', 'VBD'), (u'3', 'CD'), (u'4th', 'CD'), (u'gristl', 'NN'), (u'fat', 'NN')]",0
435,"[(u'definit', 'NN'), (u'come', 'VB'), (u'back', 'RB')]",1
436,"[(u'I', 'PRP'), (u'like', 'VBP'), (u'steiner', 'RB'), (u'dark', 'JJ'), (u'feel', 'NN'), (u'like', 'IN'), (u'bar', 'NN')]",1
437,"[(u'wow', 'NN'), (u'spici', 'NN'), (u'delici', 'NN')]",1
438,"[(u'If', 'IN'), (u'familiar', 'JJ'), (u'check', 'NN')]",1
439,"[(u'I', 'PRP'), (u'take', 'VBP'), (u'busi', 'JJ'), (u'dinner', 'NN'), (u'dollar', 'NN'), (u'elsewher', 'NN')]",0
440,"[(u'I', 'PRP'), (u'love', 'VBP'), (u'go', 'VB'), (u'back', 'RB')]",1
441,"[(u'anyway', 'RB'), (u'FS', 'NNP'), (u'restaur', 'NN'), (u'wonder', 'NN'), (u'breakfast', 'NN'), (u'lunch', 'NN')]",1
442,"[(u'noth', 'DT'), (u'special', 'JJ')]",0
443,"[(u'each', 'DT'), (u'day', 'NN'), (u'week', 'NN'), (u'differ', 'VBP'), (u'deal', 'NN'), (u'delici', 'NN')]",1
444,"[(u'not', 'RB'), (u'mention', 'NN'), (u'combin', 'NN'), (u'pear', 'JJ'), (u'almond', 'NN'), (u'bacon', 'NN'), (u'big', 'JJ'), (u'winner', 'NN')]",1
445,"[(u'will', 'MD'), (u'back', 'VB')]",0
446,"[(u'sauc', 'NN'), (u'tasteless', 'NN')]",0
447,"[(u'the', 'DT'), (u'food', 'NN'), (u'delici', 'NN'), (u'spici', 'VBD'), (u'enough', 'JJ'), (u'sure', 'JJ'), (u'ask', 'NN'), (u'spicier', 'NN'), (u'prefer', 'VBP'), (u'way', 'NN')]",1
448,"[(u'My', 'PRP$'), (u'ribey', 'NN'), (u'steak', 'NN'), (u'cook', 'NN'), (u'perfectli', 'NN'), (u'great', 'JJ'), (u'mesquit', 'NN'), (u'flavor', 'NN')]",1
449,"[(u'I', 'PRP'), (u'think', 'VBP'), (u'go', 'VB'), (u'back', 'RB'), (u'anytim', 'RB'), (u'soon', 'RB')]",0
450,"[(u'food', 'NN'), (u'gooodd', 'NN')]",1
451,"[(u'I', 'PRP'), (u'far', 'RB'), (u'sushi', 'VBP'), (u'connoisseur', 'NN'), (u'I', 'PRP'), (u'definit', 'VBP'), (u'tell', 'JJ'), (u'differ', 'RB'), (u'good', 'JJ'), (u'food', 'NN'), (u'bad', 'JJ'), (u'food', 'NN'), (u'certainli', 'NN'), (u'bad', 'JJ'), (u'food', 'NN')]",0
452,"[(u'I', 'PRP'), (u'insult', 'VBP')]",0
453,"[(u'the', 'DT'), (u'last', 'JJ'), (u'3', 'CD'), (u'time', 'NN'), (u'I', 'PRP'), (u'lunch', 'VBP'), (u'bad', 'JJ')]",0
454,"[(u'the', 'DT'), (u'chicken', 'NN'), (u'wing', 'VBG'), (u'contain', 'NN'), (u'driest', 'JJS'), (u'chicken', 'NN'), (u'meat', 'NN'), (u'I', 'PRP'), (u'ever', 'RB'), (u'eaten', 'VBP')]",0
455,"[(u'the', 'DT'), (u'food', 'NN'), (u'good', 'JJ'), (u'I', 'PRP'), (u'enjoy', 'VBP'), (u'everi', 'JJ'), (u'mouth', 'NN'), (u'enjoy', 'NN'), (u'relax', 'NN'), (u'venu', 'NN'), (u'coupl', 'VBP'), (u'small', 'JJ'), (u'famili', 'NNS'), (u'group', 'NN'), (u'etc', 'VBP')]",1
456,"[(u'nargil', 'NN'), (u'I', 'PRP'), (u'think', 'VBP'), (u'great', 'JJ')]",1
457,"[(u'best', 'RB'), (u'tater', 'NN'), (u'tot', 'NN'), (u'southwest', 'NN')]",1
458,"[(u'We', 'PRP'), (u'love', 'VBP'), (u'place', 'NN')]",1
459,"[(u'definit', 'NN'), (u'worth', 'IN'), (u'3', 'CD'), (u'I', 'PRP'), (u'paid', 'VBD')]",0
460,"[(u'the', 'DT'), (u'vanilla', 'NN'), (u'ice', 'NN'), (u'cream', 'NN'), (u'creami', 'NN'), (u'smooth', 'CC'), (u'profiterol', 'NN'), (u'choux', 'NN'), (u'pastri', 'NN'), (u'fresh', 'JJ'), (u'enough', 'RB')]",1
461,"[(u'Im', 'NNP'), (u'AZ', 'NNP'), (u'time', 'NN'), (u'new', 'JJ'), (u'spot', 'NN')]",1
462,"[(u'the', 'DT'), (u'manag', 'NN'), (u'worst', 'JJS')]",0
463,"[(u'the', 'DT'), (u'insid', 'NN'), (u'realli', 'NN'), (u'quit', 'NN'), (u'nice', 'JJ'), (u'clean', 'NN')]",1
464,"[(u'the', 'DT'), (u'food', 'NN'), (u'outstand', 'NN'), (u'price', 'NN'), (u'reason', 'NN')]",1
465,"[(u'I', 'PRP'), (u'think', 'VBP'), (u'I', 'PRP'), (u'run', 'VBP'), (u'back', 'RB'), (u'carli', 'JJ'), (u'anytim', 'NN'), (u'soon', 'RB'), (u'food', 'NN')]",0
466,"[(u'thi', 'NNS'), (u'due', 'JJ'), (u'fact', 'NN'), (u'took', 'VBD'), (u'20', 'CD'), (u'minut', 'NN'), (u'acknowledg', 'NN'), (u'anoth', 'DT'), (u'35', 'CD'), (u'minut', 'NN'), (u'get', 'NN'), (u'food', 'NN'), (u'kept', 'VBD'), (u'forget', 'JJ'), (u'thing', 'NN')]",0
467,"[(u'love', 'NN'), (u'margarita', 'NN')]",1
468,"[(u'thi', 'NN'), (u'first', 'RB'), (u'vega', 'JJ'), (u'buffet', 'NN'), (u'disappoint', 'NN')]",1
469,"[(u'veri', 'RB'), (u'good', 'JJ'), (u'though', 'IN')]",1
470,"[(u'the', 'DT'), (u'one', 'CD'), (u'note', 'NN'), (u'ventil', 'NN'), (u'could', 'MD'), (u'use', 'VB'), (u'upgrad', 'JJ')]",0
471,"[(u'great', 'JJ'), (u'pork', 'NN'), (u'sandwich', 'NN')]",1
472,"[(u'don', 'VB'), (u'wast', 'NN'), (u'time', 'NN')]",0
473,"[(u'total', 'JJ'), (u'letdown', 'NN'), (u'I', 'PRP'), (u'would', 'MD'), (u'much', 'RB'), (u'rather', 'RB'), (u'go', 'VB'), (u'camelback', 'NN'), (u'flower', 'NN'), (u'shop', 'NN'), (u'cartel', 'NN'), (u'coffe', 'NN')]",0
474,"[(u'third', 'JJ'), (u'chees', 'NNS'), (u'friend', 'VBP'), (u'burger', 'NN'), (u'cold', 'NN')]",0
475,"[(u'We', 'PRP'), (u'enjoy', 'VBP'), (u'pizza', 'JJ'), (u'brunch', 'NN')]",1
476,"[(u'the', 'DT'), (u'steak', 'NN'), (u'well', 'RB'), (u'trim', 'RB'), (u'also', 'RB'), (u'perfectli', 'JJ'), (u'cook', 'NN')]",1
477,"[(u'We', 'PRP'), (u'group', 'NN'), (u'70', 'CD'), (u'claim', 'NN'), (u'would', 'MD'), (u'40', 'CD'), (u'handl', 'VB'), (u'us', 'PRP'), (u'beauti', 'VB')]",1
478,"[(u'I', 'PRP'), (u'love', 'VBP')]",1
479,"[(u'We', 'PRP'), (u'ask', 'VBP'), (u'bill', 'NN'), (u'leav', 'NN'), (u'without', 'IN'), (u'eat', 'NN'), (u'bring', 'NN'), (u'either', 'CC')]",0
